reference_book_id,program_year_id,subject_id,book_name,author,publisher,edition,isbn,source_id,source_locator
BOOK-5949fb18-7eca-5bea-b34f-9090857c55ed,PY-33849257-2af7-5485-b9bd-d58f65dccd4f,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C语言程序设计,苏小红等编著,高等教育出版社,第4版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":40,""row_key"":""网络工程|C语言程序设计|C语言程序设计"",""section"":""参考书目""}"
BOOK-af202caf-7f01-557b-9895-674ddc938799,PY-45d12ed2-0b3e-545b-9059-9faa17bf9627,SUBJ-1187ecff-f02c-5290-8d46-b7a9749ff165,C语言程序设计,苏小红等编著,高等教育出版社,第4版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":41,""row_key"":""网络工程|C语言程序设计|C语言程序设计"",""section"":""参考书目""}"
BOOK-0a53558d-77f3-5b34-a31f-70d864ecc65b,PY-33849257-2af7-5485-b9bd-d58f65dccd4f,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,严蔚敏、李冬梅、吴伟民编著,人民邮电出版社,第2版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":41,""row_key"":""网络工程|数据结构|数据结构"",""section"":""参考书目""}"
BOOK-bbd758a8-422e-5df2-91a3-82f04b05f2ff,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,严蔚敏、李冬梅、吴伟民编著,人民邮电出版社,第2版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":57,""row_key"":""网络工程|数据结构|数据结构"",""section"":""参考书目""}"
BOOK-c6385fc2-f9a9-5e9e-83e1-fde0c4cd9060,PY-45d12ed2-0b3e-545b-9059-9faa17bf9627,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,数据结构,李冬梅、严蔚敏、吴伟民编著,人民邮电出版社,第3版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":42,""row_key"":""网络工程|数据结构|数据结构"",""section"":""参考书目""}"
BOOK-2776cdee-7410-51c0-8222-7a9767ec0af3,PY-4420be4a-c3a7-513d-8208-0de118ed05c0,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,新编数据结构习题与解析,李春葆、喻丹丹、曾平、曾慧编著,清华大学出版社,,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":57,""row_key"":""网络工程|数据结构|新编数据结构习题与解析"",""section"":""参考书目""}"
BOOK-e34a01c9-7962-52d1-acfa-1ea3b61327ad,PY-33849257-2af7-5485-b9bd-d58f65dccd4f,SUBJ-ee125cd5-c186-5634-a89b-cfb306ee74c3,新编数据结构习题与解析,李春葆、喻丹丹、曾平、曾慧编著,清华大学出版社,,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":41,""row_key"":""网络工程|数据结构|新编数据结构习题与解析"",""section"":""参考书目""}"
BOOK-0a000aad-ff98-5d54-ad3c-de3f585d86c1,PY-d4434b6a-3713-5285-ab53-08fe1ef5f251,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":28,""row_key"":""药物制剂|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-58933438-7c7b-5d37-a2e2-aa31bdd9ad5f,PY-ad8df301-6793-5250-9766-93e5674a5189,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2026-DG,"{""asset_id"":""ASSET-HFNU-2026-DG-PDF"",""page"":28,""row_key"":""药物制剂|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-5f68bbfe-cc34-59ca-aa1a-8e786aed3edf,PY-078d9cf4-435d-571c-b89d-6cf5d2426a5b,SUBJ-af265a9a-3576-5139-8e32-0df76de6f524,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2024-DG,"{""asset_id"":""ASSET-HFNU-2024-DG-PDF"",""page"":29,""row_key"":""药物制剂|基础无机化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
BOOK-1c02f055-5ec7-5cc2-93df-2c3e0c3c8837,PY-d4434b6a-3713-5285-ab53-08fe1ef5f251,SUBJ-f064f3e9-8008-5e68-86f5-1e55c4ebf102,无机及分析化学(第五版),南京大学编,高等教育出版社,第五版,,SRC-HFNU-2025-DG,"{""asset_id"":""ASSET-HFNU-2025-DG-PDF"",""page"":28,""row_key"":""药物制剂|基础分析化学|无机及分析化学(第五版)"",""section"":""参考书目""}"
